,Id,Age,Sex,LikeMusic,LikeTV,LikeDrawing,LikeComputer,LikeOutSport,LikeInSport,FriendCount,LikeFriendPlay,LikeAlone,FunFamily,LikeSchool,SadSchool,TiredSchool,FedSchool,FriendTalk,Bullied,BullyOthers,ChildLeftOut
7330,M23679X,7.6,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I don't like it,Some of the time,Never,All of the time,,Never,All of the time,Some of the time
7331,M23680Q,7.1,Female,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Never,Never,Some of the time
7332,M23683T,7.4,Female,I like it a bit,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a bit,Some,I like it a bit,Some of the time,Never,I like it a bit,Some of the time,Never,Some of the time,Never,Never,Never,Some of the time
7333,M23684U,7.0,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Never,Some of the time,I don't like it,All of the time,Some of the time,All of the time,Never,All of the time,Never,Some of the time
7334,M23689Z,7.5,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,Never,Never,Never,Never,Never,Never
7335,M23691T,7.1,Male,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
7336,M23692U,6.9,Male,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I like it a bit,Never,Never,Some of the time,Some of the time,Never,Never,Some of the time
7337,M23693V,7.8,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,Some of the time,All of the time,I don't like it,All of the time,Some of the time,All of the time,Some of the time,Never,Some of the time,Never
7338,M23697Z,6.8,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I don't like it,Some of the time,All of the time,All of the time,Some of the time,Never,Never,Some of the time
7339,M23699B,6.8,Male,I like it a lot,,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a lot,All of the time,Never,All of the time,Never,Some of the time,All of the time,Never
7340,M23700B,7.1,Male,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Some of the time,Never,All of the time
7341,M23704F,7.4,Male,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
7342,M23705G,7.3,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,All of the time,Some of the time,I like it a lot,Never,Some of the time,Some of the time,Never,Never,Never,Never
7343,M23707J,7.2,Male,I don't like it,I like it a bit,I like it a bit,I don't like it,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Some of the time,All of the time,All of the time
7344,M23709L,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Never,Never,Never,Never,Never,Never,Some of the time
7345,M23711E,7.0,Female,I like it a lot,I like it a lot,I like it a lot,I don't like it,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Never,Never,Some of the time
7346,M23714H,6.8,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,All of the time,All of the time,Never,Never,Never,Some of the time
7347,M23717L,7.2,Male,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
7348,M23719N,7.3,Female,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,Never,Some of the time,Some of the time,Never,Never
7349,M23720F,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,,,,,
7350,M23722H,7.3,Female,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Never
7351,M23723J,7.4,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time,Never
7352,M23724K,7.2,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,All of the time,Never,Some of the time,Some of the time,Never,Some of the time
7353,M23726M,7.1,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Not many,I like it a bit,Never,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Never
